Questions,Answers,References
Main jawan hoon aur mere walidain mein se ek ko zehni bemari hai. Main kya kar sakta hoon?,"Kisi aur ki illness aapki galti nahin hai. Aap yeh bhi control nahin kar sakte ke wo shakhs kaise mehsoos karta hai, unki illness ya unka amal. Aap apna khayal rakh sakte hain. Apne parents ki illness ke bare mein zyada janna madadgar ho sakta hai taake aap samajh sakein ke wo kya guzarte hain. Is website par aap mental illnesses par asaani se padhne wale booklets aur lambi info sheets paa sakte hain. Apna khayal rakhna bhi bohat zaruri hai. Bohat se log jab koi walid behaal ho to mix jazbat mehsoos karte hain, jaise gussa, sharm, darr ya aur bohat kuch. Yeh jazbat aapke apne aap aur dusron ke baray mein sochnay ka tareeqa badal sakti hain. Jab aap hawai jahaaz mein ho aur flight attendants safety demonstration karain, toh wo kehte hain ke pehle apna oxygen mask lagao, phir dusron ki madad karo. Yeh is liye ke aap jo khud theek nahin hon unki madad nahi kar sakte. Yahan kuch programs hain jo sirf jawan logon ke liye hain: BC Schizophrenia Society ka Kids in Control Support Group Program jo 8-18 saal ke bachon aur jawano ko mental illnesses samajhne, challenges se cope karne aur apni sehat ka khayal rakhne mein madad karta hai.",World Health Organization Mental Health Manual
"Mujhe khudkushi ke khayalat hain, ya kisi apne se koi khudkushi ke baare mein baat kar raha hai. Main kya karun?","Khudkushi ke khayalat hona ya yeh sunna ke koi aapke qarib hai jisme khudkushi ke khayalat hain, darawana ho sakta hai. Khudkushi ke khayalat ka matlab yeh nahin ke koi apni zindagi khatam karega, magar yeh is baat ki nishani hai ke unhe extra madad ya support ki zarurat hai. Agar aapde khud khudkushi ke khayalat hain toh apne doctor ya mental health service provider se zarur baat karen. Agar aap kisi aur ki madad kar rahe hain, toh unhein madad lenay par encourage karen. 'Coping With Suicidal Thoughts' ek acha resource hai jo aapko mushkil feelings ko samajhnay aur handle karne mein madad karta hai.",World Health Organization Mental Health Manual
Cannabis ki legal umar 19 hai lekin kuch doctor groups kehte hain ke yeh umar 25 tak nuksan deh ho sakti hai. Kya ye har istemal mei nuksan hai ya kisi khaas istemal mein? Asliyat aur afwah mein kya farq hai? Agar main walid hoon toh apne jawan bache ko kya kahun?,"Cannabis ke istemal ke faide aur nuqsanat dono mumkin hain. Jawan log cannabis aur doosre psychoactive drugs istemal karte hain taake acha mehsoos kar saken, behtari mehsoos karen, ya explore karen. Tawajo dein ke curiosity, tajraba karne ya doston ke saath socializing ke dauraan moderate istemal hota hai aur nuqsan kam hota hai. Jab cannabis rozana zindagi ke masail se cope karne, pareshani mehsoos karne, ya social group mein fit hone ke liye istemal hota hai toh nuqsan ke zyada imkaan hain. Yeh is liye ke aise log zaidatar barambar aur bhaari dose lete hain, potential nuqsanat per kam sochte hain aur coping ke alternatives jaise ke kisi adult se baat karna ya physical activity kam karte hain. Research se pata chalta hai ke jitni jawani mein shuru karte hain aur jitna zyada istemal karte hain utna nuksan barhta hai. BC mein cannabis ki kanooni umar 19 saal hai. Lekin dimaag 25 saal tak puri tareh develop nahin hota. Cannabis ko tawajjo ke sath use karna ya use der tak taalna brain ke nuqsanat ko kam kar sakta hai. Kuch log jinhain serious aur mustaqil mental health masail ka khatra ho, unko cannabis se parhez karna chahiye. Yeh chhoti group mein psychosis aur schizophrenia ka risk barha deta hai. Kuch logon ne kaha hai ke cannabis ne unki anxiety ya stress kam karne mein madad ki. Jaise aam surat mein, cannabis ke faide aur nuqsanat ka tawazun young logon ke liye bohat zaruri hai jin mein serious mental health masail hain. Drug mixing, jaise cannabis aur alcohol saath lena nuqsanat barha sakta hai. Is se intoxication zyada aur der tak rehta hai aur jawan iska effect samajh nahi pata. Aksar ham kehte hain, 'Na zyada, na zyada barambar, sirf safe context mein' yeh simple tareeqa hai kisi bhi psychoactive substance ke istemal ke liye. Walid ya caring adult ke roop mein open aur respectful taluq jawan ke saath sab se achi cheez hai aur substance use ke nuqsanat rokne ka behtareen tareeqa. Bachay ko yeh batana ke wo kabhi bhi aap ke paas cannabis, doosre substances, ya kisi aur maslay par baat karne aa sakte hain, yeh batata hai ke wo aap ke liye ahmiyat rakhte hain aur aap unhe sun'ne aur samajhne ko tayar hain.",World Health Organization Mental Health Manual
Mental health aur mental illness mein farq kya hai?,"Mental health aur mental illness aaj kal aksar aise use hotay hain jaise dono ka matlab ek ho, lekin aisa nahin hai. Har insan ki mental health hoti hai, jese har insaan ki sehat hoti hai. Jaise World Health Organization kehte hain, 'Sehat bina mental health ke mumkin nahin.' Zindagi ke douran, har insaan mental illness nahi lega, magar sab ko apni mental wellbeing mein mushkilat ka samna karna parta hai, jese hum sab ko apni jismani sehat mein kabhi kabhi mushkilat hoti hain. Jab hum mental health ki baat karte hain, toh hum apne jazbat, khayalat, masail hal karne ki salahiyat, samaji talluqaat aur apne gird-o-nawaal ki samajh ki baat kar rahe hain. Mental illness aisi bemari hai jo aise tareeqay se asar dalti hai jese log sochte, mehsoos karte, rawaiya ikhtiyar karte ya dusron se ta'alluq rakhte hain. Mukhtalif mental illnesses mukhtalif symptoms rakhti hain jo logon ki zindagi alag tareeqay se mutasir karte hain. Sehat aik on/off switch nahi hai. Sehat ke mukhtalif darjaat hotay hain. Log ek continuum par hote hain jo achi sehat se le kar behtareen na hone aur illness ya disability tak jata hai. Misal ke taur par, kuch log achi sehat mein zindagi guzar rahe hote hain. Kuch ko serious sehat ke masail hain jin ka asar zindagi par bura hota hai. Kuch masail der tak chalti hain, kuch jaldi theek ho jati hain. Aksar log kendra mein hote hain bina zyada masail ke. Mental health bhi yeh yahee hai. Jese koi pareshaan mehsoos karta hai lekin serious illness nahin rakhta, log kharab mental health rakh sakte hain lekin mental illness nahin. Hum sab ke kuch din aise hotay hain jab hum thode down, stressed, ya overwhelmed mehsoos karte hain. Ache mental health ka ahem hissa yeh hai ke hum realisti tarah se problems ko dekhen. Ache mental health ka matlab hamesha khush rehna nahin, ya issues ko ignore karna nahin, balki masail ke bawajood accha rehna hai. Jese aap poor mental health rakh sakte hain bina mental illness ke, usi tarah acha mental health mumkin hai jab mental illness diagnose ho jaye. Kyunke mental illnesses jaise dosri batein, episodic hoti hainkabhi bimari hoti hai aur kabhi behtari. Sahi support aur tools ke sath koi bhi apni zindagi achi tareh guzar sakta hai, jis tarah bhi wo achha samajhta ho, aur apne maqsad hasal kar sakta hai.",World Health Organization Mental Health Manual
Depression ke baray mein zyada maloomat kahan se le sakta hoon?,"Hamara info sheets mood disorders, bipolar disorder, aur depression ke baray mein maloomat deti hain, treatment options, aur resources ke sath. Humare paas 'What is Depression?' nam ka tool bhi hai jo adult depression ke signs ke sath bipolar disorder ke signs ko bhi screen karta hai. Agar aap basics se aage jana chahte hain, toh hamari Managing Depression series madad kar sakti hai ke aap depression ki tashkhees ke sath kaise deal karen, doctor ke sath achi tarah kaam karen, aur depression relapse se bachen. Aap wahan kai personal experiences aur perspectives bhi paenge jo aapko tanha mehsoos karne se bachayenge.",National Institute of Mental Health Clinical Guide
Anxiety aur anxiety disorder mein farq kya hai?,"Anxiety hamari zindagi ke bohat se haadsaat aur halat par ek normal reaction hai. Anxiety aik internal warning system hai jo hume khatra ya dusray threats ka pata deta hai aur hamare jism ko fight, flight, ya freeze ke liye tayar karta hai. Scientists ise fight, flight, ya freeze response kehte hain. Waqt-be-waqt thodi anxiety madadgar ho sakti hai, jese test ki tayari ya kaam ke task ko mukammal karne ke liye motivate karna. Khushi ke lamhon jaise naya ghar lena ya badi khushi manani mein bhi anxiety aa sakti haiyeh sab insani fitrat ka hissa hain. Anxiety tab masla banta hai jab yeh azeem ho jaye, control se bahar ho, ya achanak ubhar aaye. Anxiety disorders aisi mental bimariyan hain jo aapki zindagi ko bari tor par mutasir karti hain. Log rozana ki zindagi se bachne ki koshish karte hain takay anxiety na ho. Unhein jism se juda zeeharat aur sehat ke masail mehsoos ho sakte hain. Bohat se log kehte hain ke unki anxiety haqeeqat par nahi mabni hai, lekin woh apne khayalat aur jazbat mein phansay hue hain. Anxiety disorders ilaaj ke laayak hain. Agar aapko anxiety ke baray mein fikr ho toh madad lain. Jab koi anxiety disorder se guzarta hai... Anxiety achanak bina wajah ubhar sakti hai. Taqreeban har situation mein anxiety ka response unki tawakko se zyada hota hai. Wo aise hazaro khof mehsoos karte hain jo shayad kabhi bhi nahin hotay. Anxiety kai der tak rehti hai, chahe masla hal ho gaya ho. Anxiety control hona mushkil lagti hai. Wo un cheezon se danay bachte hain jin se anxiety barhti hai. Yahan normal anxiety aur anxiety disorder ka ek misal hai. Bohat log hawai safar se thoda ghabraye hue hote hain jo bilkul normal hai. Lekin agar unhein kaam ke liye safar karna ho toh wo asani se plane par baith sakte hain. Anxiety disorder walay shaks ke liye yeh mumkin nahin ke wo hawai adda jayen, chahe usse uska job khone ka khatra ho.",National Institute of Mental Health Clinical Guide
Anxiety aur stress mein kya farq hai?,"Stress aur anxiety ko aksar ek jaisa samjha jata hai aur in dono ke darmiyan overlap hota hai. Stress bhi anxiety ki tarah fight, flight, ya freeze response se mutaliq hota hai, aur dono ke jismi ehsaas bhi kafi miltay jultey hotay hain. Magar stress aur anxiety ke sabab aam tor par alag hotey hain. Stress zyada tar hume un external pressures ke liye hota hai jinke sath hum cope karne mein mushkil mehsoos kar rahe hote hain. Jab hum stress mein hote hain, to aam tor par hume pata hota hai ke hume kya cheez stress de rahi hai, aur jaise hi stress wali situation khatam ho jati hai, stress se mutaliq symptoms bhi kam ho jate hain. Doosri taraf anxiety hamesha itni asani se samajh nahin aati. Anxiety aksar fears ya worries hoti hain jo potential threats ke bare mein hoti hain, saath hi khud anxiety ke bare mein bhi anxiety hoti hai. Stress aur anxiety dono insani fitrat hain, lekin agar dono bohat der tak jari rahein ya aapki wellbeing ya rozana zindagi par asar dalain to ye problems ban jata hai.",National Institute of Mental Health Clinical Guide
Gham aur depression mein farq kya hai?,"Gham ya afsos ek normal reaction hai kisi nuqsaan, na-umeedi, masail, ya doosri mushkil halaat ke liye. Waqt-waqt par gham mehsoos karna insani fitrat ka hissa hai. Is surat mein gham jaldi door ho jata hai aur aap apni rozana zindagi guzar sakte hain. Gham kehne ke ilawa log low, down, ya blue bhi keh sakte hain. Aadmi keh sakta hai ke wo depressed hai lekin agar yeh apne aap theek ho jata hai aur zindagi par bara asar nahin dalta, toh yeh depression illness nahi hoti. Depression mental illness hai jo aapke mood, apni pehchaan, aur apne gird-o-nawaal samajhne ke tareeqay ko mutasir karti hai. Is ke mukhtalif naam bhi hain jaise clinical depression, major depressive disorder, ya major depression. Depression azaadi se aur sabab ke bina aa sakta hai aur lambe arsey tak rehta hai. Yeh gham ya low mood se kaafi zyada hai. Depression mein log khud ko bekaar ya be-umeed mehsoos karte hain. Wo bay-ja ziradari mehsoos kar sakte hain. Kuch log gussa ya chidhchida pan bhi mehsoos karte hain. Yeh tawajjo dene ya faislay karne mein mushkilat paida kar sakta hai. Bohat log apni pasand ki cheezen mein dilchaspi kho dete hain aur dusron se door ho jate hain. Depression ke physical nishaniyan bhi hoti hain, jaise neend, bhookh, taqat aur achanak dard ya dukhna. Kuch log maut ya apni zindagi khatam karne ke khayalat bhi karte hain. Depression do hafton se zyada rehta hai, apne aap theek nahi hota, aur zindagi ko mutasir karta hai. Yeh asli bemari hai aur bohat asani se ilaaj ke laayak hai. Agar aap depression ki fikr karte hain toh madad lena zaruri hai.",National Institute of Mental Health Clinical Guide
Dysthymia ya mustaqil mayoosi ka marz kya hai?,"Dysthymia, ab jisay persistent depressive disorder ya PDD kaha jata hai, ek mood disorder hai. Yeh major depressive disorder se mutaliq hai. Dono mein farq tashkhis ke symptoms ki tadaad aur unka arsa hai. Jo shakhs PDD ka tashkhis hota hai woh kam az kam do saal tak niche diye gaye symptoms mein se do se chaar symptoms mehsoos karta hai bina kisi refa-e-halat ke dore ke, jabke major depressive disorder mein kam az kam do hafton tak paanch ya us se zyada symptoms hotay hain. PDD ke symptoms mein shamil hain: Ek ghalat fehmi hai ke PDD major depressive disorder jitna shadeed illness nahi hai, lekin tehqiqat dikhati hai ke is marez ki disability, maslan muntaazir kaam karne ki salahiyat aur shauq se lutf uthane ki salahiyat, PDD mein major depressive disorder ki tarah hi shadeed ho sakti hai. Kyunke PDD mein symptoms ki tadaad kam hoti hai lekin wo bohat arsay tak rehti hain, bhoot se log samajhne lagte hain ke PDD unke kirdar ka hissa hai na ke ek aisa marz jo moassar tor par ilaaj kiya ja sakta hai. Is liye agar aapko shak ho ke aapko PDD hai to zaroor doctor ya zehni sehat ke mahir se baat karein.",National Institute of Mental Health Clinical Guide
Cyclothymic disorder kya hai?,"Cyclothymic disorder bipolar disorder ka ek sub-type hai. Bilkul bipolar disorder ki tarah, cyclothymia ke symptoms mein hypomania ke teen ya zyada symptoms aur depression ke paanch ya zyada symptoms shamil hain. Bipolar disorder ki tarah, log hypomania aur depression ke dore ke darmiyan behtari mehsoos kar sakte hain. Hypomania ke symptoms shamil hain: Depression ke symptoms shamil hain: Agar aapko shak ho ke aapko cyclothymic disorder hai to doctor ya zehni sehat ke mahir se raabta karein.",World Health Organization Mental Health Manual
Rapid cycling ka matlab kya hai?,"Rapid cycling ka matlab hai ke jo shakhs bipolar disorder ya depression ka tashkhis hota hai wo ek saal mein chaar ya us se zyada dafa depression aur/ya mania ke episodes se guzarta hai. Rapid cycling kisi bhi waqt ho sakta hai jab koi bipolar disorder ka shikar holagbhag 10-20% log jo bipolar disorder ka tashkhis hota hai, kisi na kisi waqat rapid cycling ka samna karte hain. Aksar cases mein, rapid cycling khud-ba-khud door ho jata hai aur log phir lamba aur kam dafa hone wale episodes ke pattern par wapas aate hain.",World Health Organization Mental Health Manual
Borderline personality disorder ke liye maloomat aur madad kahan milegi?,"Borderline personality disorder ya BPD aik ilaaj hone wala marz hai. Is mein paanch qism ke symptoms hotay hain jo rawaiyat, jazbaat, talluqaat, shanakht ka ehsas, aur aagahi ke gird idaaray jaate hain. Aap hamari info sheet borderline personality disorder par padh sakte hain.",World Health Organization Mental Health Manual
Schizoid personality disorder kya hai?,"Personality disorder soch, ehsaas, aur rawaiyat ka aisa nizam hai jo lambi muddat tak rehta hai aur kisi na kisi qisam ka masla ya takleef paida karta hai. Schizoid personality disorder ya SPD samaji rabt aur talluqaat ko mutasir karta hai. SPD walay log dusron se talluq banane aur jazbaat zahir karne mein mushkilat mehsoos karte hain. Wo qareebi talluqaat se parhaiz karte hain aur aksar akelay waqt guzarna pasand karte hain, jis se wo apne qareebi rishtedaron ke liye door nazar aate hain. Bohat se log shiddat wale jazbaat jaise gussa par reakshan nahi dete, chahe dusre unhain provok karne ki koshish karen. Bahar se SPD walay log thande ya aloof lag sakte hain, kam jazbat zahir karte hain. Halanke unka naam milta julhta hai, schizoid personality disorder schizophrenia jaisa nahi hai. Samajha jata hai ke schizoid personality disorder qaleel logon mein paaya jata hai. Kuch log ise apni shakhsiyat ka hissa samajhte hain, lekin dusre social milap mein bohat takleef mehsoos karte hain. Kuch dawaein madadgar ho sakti hain aur psychotherapy se log naye skills hasil kar sakte hain aur talluqaat behtar bana sakte hain. Schizoid personality disorder ke liye madad lene ke liye apne family doctor se raabta karein ya psychologist dhundhein.",World Health Organization Mental Health Manual
Antisocial personality disorder kya hai?,"Personality disorder soch, ehsaas, aur rawaiyat ka aisa nizam hai jo lambi muddat tak rehta hai aur kisi na kisi qisam ka masla ya takleef paida karta hai. Antisocial personality disorder ya ASPD dusron ke huqooq ke hawalay se sochne ke tareeqay ko mutasir karta hai. Jis shakhs ko ASPD hota hai wo qanoon ya mohtamim tawaquaat ki parwah nahi karta, khud ko be ihtiyat faislay karta hai, dosron ko nuqsan pohanchane ya qanoon torne par pasheman nahi hota, aur apne aap ko dusron se behtareen samajhta hai. Logon ko ASPD walay shakhs dishonest, impulsive, aur chalak lagte hain. Kuch log surface par to dilkash lagte hain. Har zehni marz ki tarah, antisocial personality disorder bhi ek spectrum hai. Kuch log kabhi kabhi he inappropriate rawaiya dikhate hain jabke kuch aksar qanoon torte hain aur criminal justice system mein waqt guzarate hain. ASPD sirf bar honay walon mein tashkhis hota hai, lekin ASPD walay bachpan se conduct ya antisocial rawaiyat dikhate hain aur bachpan mein conduct disorder ke sath tashkhis ho sakta hai. ASPD ka ilaaj, aksar psychotherapy, nuqsan ko kam karne aur dusron ke liye empathy paida karne mein madad karta hai. ASPD ilaj ke laayak hai aur behtari aamad middle age ke qareeb ho sakti hai. Hum sab ne kabhi na kabhi kisi ko nuqsan pohanchaya ya dusron ke bare mein soche baghair amal kiya hai. Yahi yaad rakhna zaroori hai ke antisocial personality disorder lambi muddat ka aisa rawaiya hai jisme empathy aur pashemani ki kami hoti hai. Sirf doctor ya zehni sehat ka mahir ASPD jese marz ka tashkhis kar sakta hai.",World Health Organization Mental Health Manual
Obsessive-compulsive personality disorder kya hai?,"Personality disorder soch, ehsaas, aur rawaiyat ka aisa nizam hai jo lambi muddat tak rehta hai aur kisi na kisi qisam ka masla ya takleef paida karta hai. Obsessive-compulsive personality disorder ya OCPD control ke baray mein hai. OCPD walay log bohat sakht soch rakhte hain aur har cheez ko munazzam, perfect, aur apni tareeqay se karne ki tawaqqo rakhte hain. Yeh zindagi ki dusri ahm cheezon, jese rishtay, ki qurbani par hota hai. Kaam zindagi ke har hissa par sab se ahem ho sakta hai, aur OCPD walay log bohat dedicated nazar aate hain magar perfectionism ki wajah se kaam mukammal nahi kar pate. Wo dusron ko zimmedari dene mein mushkilat mehsoos karte hain aur dusron ke kaam par bharosa nahi karte. OCPD walay log uncertainty bardasht nahi kar sakte aur duniya ko bohat sakhti se samajhte hainkuch ya to sahi hai ya ghalat. Wo apne liye ya dusron ke liye paise kharch karne mein bhi mushkilat mehsoos karte hain aur hoarding ki shikayat bhi karte hain, yaani apne ghar ki cheezein phenk nahi pate. Neatness ya order ki khwahish aur cheezein na phenk paye ki wajah se anxiety ho sakti hai. Jabke obsessive-compulsive personality disorder aur obsessive-compulsive disorder (OCD) ke naam milte hain, lekin yeh alag alag marz hain. OCD walay log aksar jante hain ke unki obsessions aur compulsions be-maani hain aur bohat pareshaan rehte hain, halaanke wo obsessions ya compulsions rok nahi pate. Compulsions anxiety kum karne ki koshish hote hain, lutf lene ke liye nahi. OCPD walay log apne khayalat ko apni shaksiat ka hissa samajhte hain, apne khayalat ko logical samajhte hain, aur compulsive kaam mukammal kar ke lutf ya faida mehsoos karte hain. Wo control hasil na kar paane ya perfectionism na haasil kar paane par bohat takleef mehsoos karte hain. Obsessive-compulsive personality disorder sab se aam personality disorders mein se ek hai. Ilaaj mein psychotherapy, dawaa, aur self-help strategies shamil ho sakti hain. OCPD ke liye madad lene ke liye apne family doctor se raabta karein ya psychologist dhundhein.",World Health Organization Mental Health Manual
Binge-eating disorder kya hai?,"Binge-eating disorder ya BED ek qisam ka eating disorder hai. Is mein shakhs chhote arsay mein bohat zyada khana khata hai, bhook nahi lagne ke bawajood, aur khana rok na sakne ya control khoya hua mehsoos karta hai. Jo log binge-eating disorder se guzarte hain wo na bhook lagne par bhi binge kar sakte hain. Unhein thodi dair ke liye khanay se tasalli mehsoos hoti hai, phir wo mayoos, pareshaan, gunahgaar, ya sharamzada mehsoos karte hain apne khane ki wajah se. Is wajah se bohat se log apne binge-eating symptoms ko secret rakhna pasand karte hain. Aap sirf dekh kar ya dusron ke saamne khane ke tareeqay se nahi jaan sakte ke kisi ko binge-eating disorder hai ya nahi. Bohat se log kabhi kabhi zyada khana khate hain aur baad mein discomfort mehsoos karte hain, lekin binge-eating disorder walay log bahut dino tak kayi dafa binge karte hain. Binge-eating disorder ilaaj ke laayak hai. Agar aapko shak ho ke aapko binge-eating disorder hai to doctor ya zehni sehat ke mahir se raabta karein.",World Health Organization Mental Health Manual
"Dissociative Identity Disorder, Multiple Personality Disorder, aur Schizophrenia mein kya farq hai?","Kabhi kabhi log Dissociative Identity Disorder, jisay pehle Multiple Personality Disorder ke naam se jana jata tha, aur Schizophrenia ko mix kar dete hain. Schizophrenia ka matlab hai split mind, lekin ye naam is liye rakha gaya tha kyun ke is condition mein aapko psychosis ke dauran haqeeqat se alag hote hue mehsoos hota hai, saath hi soch, jazbaat, aur doosri functions mein tabdeeli hoti hai. Dusri taraf, Dissociative Identity Disorder ek aisa halat hai jis mein shakhs apni apni pehchaan ka taqseem ya tukdon mein tawaqquf karta hai. DID zyada tar tukdon mein pehchaanon ki baat karta hai, na ke sirf mukhtalif zaati shaklain jo khud ba khud paida ho jati hain. Zyada tar log apne wajood ke mukhtalif hisay ko poore shakhs ka hissa samajhte hain. Jo log DID ka tajurba karte hain, unke pehchaan ke tukde bohat mukhtalif khususiyaat rakhte hain, jin mein apni tareekh, pehchaan, aur andaaz shamil hain. DID ka ek aham hissa 'dissociation' hai jiska matlab hai apne gird-o-nawaah se muntakil mehsoos karna. Jo log DID ka samna karte hain unke zehni yaadashat mein kayi be-wajah khala hotay hain, kuch maloomat bhool jate hain jo unhon ne pehle seekhi hoti hain, ya woh cheezen yaad nahi rakh pate jo unhon ne kahi hoti hain ya ki hoti hain. TV ya filmein mein DID ke natayej aksar wazeh dikhaye jate hain, magar asal zindagi mein yeh doosron ke liye zahir nahi hota, aur tashkhees mein kaafi waqt lag sakta hai. Schizophrenia ek sanjeeda zehni bemari hai jo hallucinations (jo haqeeqat mein mojood nahi hoti) aur delusions (aise yaqeen jo sach nahi ho sakte) paida karti hai, aur dusre aalamaat jaise uljha hua sochna, uljhi hui guftagu, aur jazbati izhaar mein mushkilat hoti hain. Jo log Schizophrenia ka tajurba karte hain woh aise awazon ya ehsaasaat mehsoos kar sakte hain jo asal mein mojood nahi, ya aisi cheezen yaqeen karte hain jo asal mein maujood nahi, lekin Yeh alag alag zaati shanakhtain nahi hotin.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Psychosis aur Schizophrenia mein kya farq hai?,"Psychosis ek syndrome ya symptoms ka majmua hai. Jo shakhs psychosis ke dauran hota hai woh haqeeqat se doori mehsoos karta hai. Psychosis ke aham symptoms mein hallucinations aur delusions shamil hain. Hallucinations aise ehsaasat hain jo haqeeqat nahi hotay, jaise awazen sunna jo asal mein nahi hotin. Awazain sunna aam hallucination hai, lekin hallucinations kisi bhi hiss ko mutasir kar sakti hain jaise sun'na, dekhna, boo mehsoos karna, zaiqa mehsoos karna, ya chhoona. Delusions mazboot yaqeen hain jo asal mein mumkin nahi. Mamool ki delusions mein shamil hain yeh yaqeen ke koi aapko peechay kar raha hai ya dekh rahaa hai, ya yeh yaqeen ke aap ke paas azeem taqatain hain. Psychosis ke doosre symptoms mein tawajju mein mushkilat, kaam mukammal karne mein mushkilat, ya faislay karne mein mushkilat shamil hain. Soch uljhi hui mehsoos hoti hai, kuch log guftagu ko samajhnay ya wazeh bolne mein pareshani mehsoos karte hain. Psychosis aap ke jism ke harkat ya jazbaat ke izhaar ko bhi mutasir kar sakta hai. Schizophrenia ek zehni bemari hai jo psychosis paida karti hai, lekin schizophrenia ke aur bhi symptoms hote hain. Aur psychosis sirf schizophrenia ki wajah nahi hota. Kuch cases mein dusri zehni bemariyan bhi psychosis paida karti hain, jaise ke depression, bipolar disorder, dementia, aur borderline personality disorder. Psychosis sakht dabao, neend ki kami, ya chot lagne ke dauran bhi ho sakta hai. Jo log kuch drugs ya davai se istamal kar rahe hain ya wapas le rahe hain unhe bhi psychosis ho sakta hai. Psychosis dimaghi chot, neurological masail, ya dusre health problems ki wajah se bhi ho sakta hai. To jab ke psychosis schizophrenia ka hissa ho sakta hai, lekin iska sabab bohat cheezein ho sakti hain. Psychosis aur schizophrenia dono ilaaj shuda hain. Jald se jald madad lena zaruri hai.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Positive aur Negative Symptoms kya hain?,"Positive aur Negative symptoms schizophrenia ke do groups hain jo medical terms mein istamal hote hain. Positive symptoms chizain shaamil karte hain. Positive symptoms mein hallucinations (aise ehsaasat jo haqeeqat mein nahi hote), delusions (aise yaqeen jo asal mein nahi ho sakte), aur repetitive harkatain jo control karna mushkil hota hai shamil hain. Negative symptoms chizain khatam kar dete hain. Negative symptoms mein jazbaat ka izhaar na kar pana, laparwahi, bolne mein mushkilat, aur muasharti rawaiye se khud ko alag kar lena shamil hain. Ek teesri category bhi hoti hai jise cognitive symptoms kaha jata hai. Is mein soch se related har cheez shamil hai, jaise be-tarteeb soch, yaad dasht ki mushkilein, aur tawajju aur diqqat mein mushkilat.",World Health Organization Mental Health Manual
Prodrome kya hai?,"Prodrome ek tibbi istilah hai jo kisi bimaari ya health maslay ke aaghazi nishaniyon ya alamaat ke liye istemal hoti hai jo bari nishaniyon ya symptoms se pehle zahir hoti hain. Psychosis, jo schizophrenia jaisi bemariyon mein paya jata hai, ek aisi bemari hai jiska apna khaas prodrome hota hai. Psychosis ke prodrome mein nishaniyan poori hallucinations aur delusions shuru hone se pehle zahir hoti hain. Prodrome mein aam symptoms shamil hain. Yeh symptoms bohat si dusri zehni bemariyon mein bhi milte hain, is liye aksar samajhna mushkil hota hai ke yeh psychosis ya schizophrenia ka prodrome hai ya kuch aur. Yeh behtareen hota hai ke jab bhi aap apni ya apne kareebi fard ki zehni sehat ko le kar pareshan hon to madad talaash karain. Psychosis aur schizophrenia ko jaldi diagnosis aur ilaaj karna asaan hota hai.",World Health Organization Mental Health Manual
Main ek bada shakhs hoon aur mujhe lagta hai ke mujhe ADHD hai. Agla kya kar sakta hoon?,"Jab ke hum attention-deficit hyperactivity disorder ko aisi bemari samajhte hain jo bachon ko mutasir karti hai, yeh barhpon tak bhi jari reh sakti hai aur kuch logon ki tashkhees zindagi ke baad ke marhalay mein hoti hai. ADHD ki tashkhees dosri zehni bemariyon ki tarah hi hoti hai, is liye aapka family doctor ek acha rasta ho sakta hai shuru karne ke liye. Aapka family doctor aapke zehni sehat ka jaiza le sakta hai aur agar zarurat ho to ilaaj shuru kar sakta hai, ya aapko mazeed makhsoos zehni sehat ki khidmaton ke liye refer kar sakta hai. Kuch tanzeemein hain jo achi madad aur wasail dhoondhnay mein madadgar sabit hoti hain. Canadian Attention Deficit Hyperactivity Disorder Resource Alliance (CADDRA) ek aisi tanzeem hai jo sehat ke mahaireen ko ADHD ki research, ilaaj aur support mein madad deti hai aur professionals ko training deti hai. Unke public info section mein aap adult ADHD aur assessment ke process ke mutaliq zyada maloomat hasil kar sakte hain. Unki website par adults ke liye ek section hai jismein symptoms, assessments, ilaaj, kaam ke mahaul mein ADHD, resources, aur reading list shamil hain.",World Health Organization Mental Health Manual
